TAMBON_T,AMPHOE_T,CHANGWAT_T,LAT,LONG
ดอนเปา,แม่วาง,เชียงใหม่,18.679,98.783
โคคลาน,ตาพระยา,สระแก้ว,13.968,102.650
ศรีบรรพต,ศรีสาคร,นราธิวาส,6.152,101.574
บึงมะลู,กันทรลักษ์,ศรีสะเกษ,14.535,104.714
มหาวัน,แม่สอด,ตาก,16.565,98.676
หินดาต,ปางศิลาทอง,กำแพงเพชร,16.052,99.426
บ้านโคก,เมืองมุกดาหาร,มุกดาหาร,16.640,104.565
นาแก้ว,เกาะคา,ลำปาง,18.031,99.301
ศรีวิชัย,วานรนิวาส,สกลนคร,17.536,103.680
สบเปิง,แม่แตง,เชียงใหม่,19.104,98.810
ทุ่งหมอ,สะเดา,สงขลา,6.745,100.378
โละจูด,แว้ง,นราธิวาส,5.831,101.834
นาทม,นาทม,นครพนม,17.845,104.037
หลุบเลา,ภูพาน,สกลนคร,16.881,104.022
บ้านปง,หางดง,เชียงใหม่,18.769,98.868
สถาน,เชียงของ,เชียงราย,20.202,100.364
ท่าข้าวเปลือก,แม่จัน,เชียงราย,20.163,100.018
บางตาเถร,สองพี่น้อง,สุพรรณบุรี,14.199,100.174
หนองหัวแรต,หนองบุญมาก,นครราชสีมา,14.715,102.332
น้ำตก,นาน้อย,น่าน,18.394,100.629
โคกปรง,วิเชียรบุรี,เพชรบูรณ์,15.814,101.227
ป่าโปง,สบเมย,แม่ฮ่องสอน,18.113,98.166
ท่าข้าม,ชนแดน,เพชรบูรณ์,16.204,100.792
ไพศาลี,ไพศาลี,นครสวรรค์,15.637,100.700
ห้วยสะแก,เมืองเพชรบูรณ์,เพชรบูรณ์,16.191,101.067
ป่าแดง,ชาติตระการ,พิษณุโลก,17.285,100.561
นาโพธิ์,กุสุมาลย์,สกลนคร,17.352,104.287
ดอนแรด,รัตนบุรี,สุรินทร์,15.369,104.014
โสกปลาดุก,หนองบัวระเหว,ชัยภูมิ,15.718,101.695
ท่าสะแก,ชาติตระการ,พิษณุโลก,17.241,100.711
นางแล,เมืองเชียงราย,เชียงราย,20.048,99.876
นิคมกระเสียว,ด่านช้าง,สุพรรณบุรี,14.844,99.548
กุรุคุ,เมืองนครพนม,นครพนม,17.338,104.545
บ้านนา,ปะเหลียน,ตรัง,7.302,99.699
บ้านหัน,เกษตรสมบูรณ์,ชัยภูมิ,16.307,102.027
น้ำเป็น,เขาชะเมา,ระยอง,12.901,101.749
เพชรชมภู,โกสัมพีนคร,กำแพงเพชร,16.580,99.361
ชำฆ้อ,เขาชะเมา,ระยอง,12.933,101.641
มะลวน,พุนพิน,สุราษฎร์ธานี,9.166,99.106
เกาะใหญ่,กระแสสินธุ์,สงขลา,7.540,100.323
วิสัยใต้,สวี,ชุมพร,10.360,99.040
แม่สลองนอก,แม่ฟ้าหลวง,เชียงราย,20.141,99.654
ภูหอ,ภูหลวง,เลย,17.135,101.629
เหล่ากอหก,นาแห้ว,เลย,17.485,100.864
เกาะขนุน,พนมสารคาม,ฉะเชิงเทรา,13.695,101.399
มวกเหล็ก,มวกเหล็ก,สระบุรี,14.705,101.151
ห้วยขุนราม,พัฒนานิคม,ลพบุรี,14.951,101.205
โคกเพชรพัฒนา,บำเหน็จณรงค์,ชัยภูมิ,15.471,101.578
มหาไชย,สมเด็จ,กาฬสินธุ์,16.823,103.783
หัวถนน,ท่าตะโก,นครสวรรค์,15.583,100.432
แม่ปีม,เมืองพะเยา,พะเยา,19.337,99.902
สามร้อยยอด,สามร้อยยอด,ประจวบคีรีขันธ์,12.266,99.946
สวนเขื่อน,เมืองแพร่,แพร่,18.128,100.306
นางัว,นาหว้า,นครพนม,17.424,104.071
ละอาย,ฉวาง,นครศรีธรรมราช,8.472,99.632
หนองพันจันทร์,บ้านคา,ราชบุรี,13.448,99.462
สำนักทอง,เมืองระยอง,ระยอง,12.721,101.472
เทพรักษา,สังขะ,สุรินทร์,14.481,103.868
หนองกระโดน,เมืองนครสวรรค์,นครสวรรค์,15.804,99.965
หนองโสน,สามง่าม,พิจิตร,16.389,100.044
เสี้ยว,เมืองเลย,เลย,17.458,101.636
วังมหากร,ท่าตะโก,นครสวรรค์,15.649,100.355
ลำแก่น,ท้ายเหมือง,พังงา,8.578,98.258
หนองปลาไหล,หนองปรือ,กาญจนบุรี,14.626,99.527
จำป่าหวาย,เมืองพะเยา,พะเยา,19.105,99.945
คลองขนาน,เหนือคลอง,กระบี่,7.960,99.030
ทุ่งหลวง,สุวรรณภูมิ,ร้อยเอ็ด,15.482,103.713
บ้านดู่,เมืองเชียงราย,เชียงราย,19.971,99.847
เม็งราย,พญาเม็งราย,เชียงราย,19.861,100.182
ห้วยยาง,ทับสะแก,ประจวบคีรีขันธ์,11.637,99.641
แม่ข้าวต้ม,เมืองเชียงราย,เชียงราย,20.021,99.922
เขาต่อ,ปลายพระยา,กระบี่,8.612,98.739
ดงมะไฟ,สุวรรณคูหา,หนองบัวลำภู,17.635,102.245
นาเลิน,ศรีเมืองใหม่,อุบลราชธานี,15.607,105.383
ปริก,ทุ่งใหญ่,นครศรีธรรมราช,8.280,99.432
วังโรงใหญ่,สีคิ้ว,นครราชสีมา,15.045,101.659
ท่าชัย,ศรีสัชนาลัย,สุโขทัย,17.444,99.846
ป่าแลวหลวง,สันติสุข,น่าน,18.957,100.950
นาเยีย,นาเยีย,อุบลราชธานี,15.006,105.143
อ่างทอง,ทับสะแก,ประจวบคีรีขันธ์,11.454,99.508
โคกขมิ้น,วังสะพุง,เลย,17.171,101.938
คลองหิน,อ่าวลึก,กระบี่,8.324,98.837
ชานุมาน,ชานุมาน,อำนาจเจริญ,16.232,104.944
โคกเครือ,หนองกุงศรี,กาฬสินธุ์,16.781,103.238
คันไร่,สิรินธร,อุบลราชธานี,15.225,105.330
ควนพัง,ร่อนพิบูลย์,นครศรีธรรมราช,8.159,99.977
ดงครั่งน้อย,เกษตรวิสัย,ร้อยเอ็ด,15.511,103.617
ดงสวรรค์,นากลาง,หนองบัวลำภู,17.443,102.193
แม่วะ,เถิน,ลำปาง,17.468,99.216
เมืองเดช,เดชอุดม,อุบลราชธานี,14.920,105.055
แม่จะเรา,แม่ระมาด,ตาก,16.947,98.591
พลับพลาไชย,อู่ทอง,สุพรรณบุรี,14.517,99.887
ห้วยห้อม,แม่ลาน้อย,แม่ฮ่องสอน,18.370,98.102
กุตาไก้,ปลาปาก,นครพนม,17.217,104.608
พนม,พนม,สุราษฎร์ธานี,8.828,98.781
เสิงสาง,เสิงสาง,นครราชสีมา,14.426,102.429
ตะคุ,ปักธงชัย,นครราชสีมา,14.754,101.953
ปลาปาก,ปลาปาก,นครพนม,17.197,104.515
ฝาละมี,ปากพะยูน,พัทลุง,7.371,100.261
ทุ่งกุลา,ท่าตูม,สุรินทร์,15.429,103.620
ป่งไฮ,เซกา,บึงกาฬ,17.976,103.873
คำบง,บ้านผือ,อุดรธานี,17.540,102.556
ปากช่อง,จอมบึง,ราชบุรี,13.667,99.649
เหมาะ,กะปง,พังงา,8.695,98.362
ทุ่งก่อ,เวียงเชียงรุ้ง,เชียงราย,19.984,100.049
นาแห้ว,นาแห้ว,เลย,17.484,101.066
บ้านนา,กบินทร์บุรี,ปราจีนบุรี,13.990,101.880
เขาวิเศษ,วังวิเศษ,ตรัง,7.651,99.459
คำไหล,ศรีเมืองใหม่,อุบลราชธานี,15.409,105.346
หนองแวง,โคกสูง,สระแก้ว,13.866,102.674
ลำภี,ท้ายเหมือง,พังงา,8.590,98.360
ไพรนกยูง,หันคา,ชัยนาท,15.081,99.856
